"","1","1","1"
"366",141,"kabutops","iron-defense"
"367",141,"kabutops","mud-shot"
"368",141,"kabutops","water-pulse"
"369",141,"kabutops","brine"
"370",141,"kabutops","natural-gift"
"371",141,"kabutops","feint"
"372",141,"kabutops","wring-out"
"373",141,"kabutops","rock-polish"
"374",141,"kabutops","night-slash"
"375",141,"kabutops","aqua-tail"
"376",141,"kabutops","x-scissor"
"377",141,"kabutops","earth-power"
"378",141,"kabutops","giga-impact"
"379",141,"kabutops","rock-climb"
"380",141,"kabutops","stone-edge"
"381",141,"kabutops","captivate"
"382",141,"kabutops","stealth-rock"
"383",141,"kabutops","aqua-jet"
"384",141,"kabutops","hone-claws"
"385",141,"kabutops","smack-down"
"386",141,"kabutops","round"
"387",141,"kabutops","scald"
"388",141,"kabutops","confide"
"389",139,"omastar","bind"
"390",139,"omastar","headbutt"
"391",139,"omastar","horn-attack"
"392",139,"omastar","horn-drill"
"393",139,"omastar","body-slam"
"394",139,"omastar","take-down"
"395",139,"omastar","double-edge"
"396",139,"omastar","leer"
"397",139,"omastar","bite"
"398",139,"omastar","water-gun"
"399",139,"omastar","hydro-pump"
"400",139,"omastar","surf"
"401",139,"omastar","ice-beam"
"402",139,"omastar","blizzard"
"403",139,"omastar","bubble-beam"
"404",139,"omastar","hyper-beam"
"405",139,"omastar","submission"
"406",139,"omastar","seismic-toss"
"407",139,"omastar","toxic"
"408",139,"omastar","rage"
"409",139,"omastar","mimic"
"410",139,"omastar","double-team"
"411",139,"omastar","withdraw"
"412",139,"omastar","reflect"
"413",139,"omastar","bide"
"414",139,"omastar","waterfall"
"415",139,"omastar","skull-bash"
"416",139,"omastar","spike-cannon"
"417",139,"omastar","constrict"
"418",139,"omastar","rest"
"419",139,"omastar","rock-slide"
"420",139,"omastar","substitute"
"421",139,"omastar","thief"
"422",139,"omastar","snore"
"423",139,"omastar","curse"
"424",139,"omastar","protect"
"425",139,"omastar","icy-wind"
"426",139,"omastar","sandstorm"
"427",139,"omastar","endure"
"428",139,"omastar","rollout"
"429",139,"omastar","swagger"
"430",139,"omastar","attract"
"431",139,"omastar","sleep-talk"
"432",139,"omastar","return"
"433",139,"omastar","frustration"
"434",139,"omastar","hidden-power"
"435",139,"omastar","rain-dance"
"436",139,"omastar","ancient-power"
"437",139,"omastar","rock-smash"
"438",139,"omastar","whirlpool"
"439",139,"omastar","hail"
"440",139,"omastar","facade"
"441",139,"omastar","knock-off"
"442",139,"omastar","secret-power"
"443",139,"omastar","dive"
"444",139,"omastar","rock-tomb"
"445",139,"omastar","tickle"
"446",139,"omastar","iron-defense"
"447",139,"omastar","mud-shot"
"448",139,"omastar","rock-blast"
"449",139,"omastar","water-pulse"
"450",139,"omastar","gyro-ball"
"451",139,"omastar","brine"
"452",139,"omastar","natural-gift"
"453",139,"omastar","rock-polish"
"454",139,"omastar","earth-power"
"455",139,"omastar","giga-impact"
"456",139,"omastar","rock-climb"
"457",139,"omastar","stone-edge"
"458",139,"omastar","captivate"
"459",139,"omastar","stealth-rock"
"460",139,"omastar","smack-down"
"461",139,"omastar","round"
"462",139,"omastar","scald"
"463",139,"omastar","shell-smash"
"464",139,"omastar","confide"
"465",136,"flareon","sand-attack"
"466",136,"flareon","headbutt"
"467",136,"flareon","tackle"
"468",136,"flareon","body-slam"
"469",136,"flareon","take-down"
"470",136,"flareon","double-edge"
"471",136,"flareon","tail-whip"
"472",136,"flareon","leer"
"473",136,"flareon","bite"
"474",136,"flareon","roar"
"475",136,"flareon","ember"
"476",136,"flareon","flamethrower"
"477",136,"flareon","hyper-beam"
"478",136,"flareon","strength"
"479",136,"flareon","fire-spin"
"480",136,"flareon","dig"
"481",136,"flareon","toxic"
"482",136,"flareon","quick-attack"
"483",136,"flareon","rage"
"484",136,"flareon","mimic"
"485",136,"flareon","double-team"
"486",136,"flareon","reflect"
"487",136,"flareon","bide"
"488",136,"flareon","smog"
"489",136,"flareon","fire-blast"
"490",136,"flareon","swift"
"491",136,"flareon","skull-bash"
"492",136,"flareon","rest"
"493",136,"flareon","substitute"
"494",136,"flareon","snore"
"495",136,"flareon","curse"
"496",136,"flareon","protect"
"497",136,"flareon","scary-face"
"498",136,"flareon","mud-slap"
"499",136,"flareon","zap-cannon"
"500",136,"flareon","detect"
"501",136,"flareon","endure"
"502",136,"flareon","swagger"
"503",136,"flareon","attract"
"504",136,"flareon","sleep-talk"
"505",136,"flareon","heal-bell"
"506",136,"flareon","return"
"507",136,"flareon","frustration"
"508",136,"flareon","iron-tail"
"509",136,"flareon","hidden-power"
"510",136,"flareon","rain-dance"
"511",136,"flareon","sunny-day"
"512",136,"flareon","shadow-ball"
"513",136,"flareon","rock-smash"
"514",136,"flareon","heat-wave"
"515",136,"flareon","will-o-wisp"
"516",136,"flareon","facade"
"517",136,"flareon","helping-hand"
"518",136,"flareon","superpower"
"519",136,"flareon","secret-power"
"520",136,"flareon","hyper-voice"
"521",136,"flareon","overheat"
"522",136,"flareon","covet"
"523",136,"flareon","natural-gift"
"524",136,"flareon","last-resort"
"525",136,"flareon","flare-blitz"
"526",136,"flareon","giga-impact"
"527",136,"flareon","fire-fang"
"528",136,"flareon","lava-plume"
"529",136,"flareon","captivate"
"530",136,"flareon","flame-charge"
"531",136,"flareon","round"
"532",136,"flareon","echoed-voice"
"533",136,"flareon","incinerate"
"534",136,"flareon","retaliate"
"535",136,"flareon","work-up"
"536",136,"flareon","confide"
"537",136,"flareon","baby-doll-eyes"
"538",135,"jolteon","double-kick"
"539",135,"jolteon","sand-attack"
"540",135,"jolteon","headbutt"
"541",135,"jolteon","tackle"
"542",135,"jolteon","body-slam"
"543",135,"jolteon","take-down"
"544",135,"jolteon","double-edge"
"545",135,"jolteon","tail-whip"
"546",135,"jolteon","pin-missile"
"547",135,"jolteon","roar"
"548",135,"jolteon","hyper-beam"
"549",135,"jolteon","strength"
"550",135,"jolteon","thunder-shock"
"551",135,"jolteon","thunderbolt"
"552",135,"jolteon","thunder-wave"
"553",135,"jolteon","thunder"
"554",135,"jolteon","dig"
"555",135,"jolteon","toxic"
"556",135,"jolteon","agility"
"557",135,"jolteon","quick-attack"
"558",135,"jolteon","rage"
"559",135,"jolteon","mimic"
"560",135,"jolteon","double-team"
"561",135,"jolteon","light-screen"
"562",135,"jolteon","reflect"
"563",135,"jolteon","bide"
"564",135,"jolteon","swift"
"565",135,"jolteon","skull-bash"
"566",135,"jolteon","flash"
"567",135,"jolteon","rest"
"568",135,"jolteon","substitute"
"569",135,"jolteon","snore"
"570",135,"jolteon","curse"
"571",135,"jolteon","protect"
"572",135,"jolteon","mud-slap"
"573",135,"jolteon","zap-cannon"
"574",135,"jolteon","detect"
"575",135,"jolteon","endure"
"576",135,"jolteon","swagger"
"577",135,"jolteon","attract"
"578",135,"jolteon","sleep-talk"
"579",135,"jolteon","heal-bell"
"580",135,"jolteon","return"
"581",135,"jolteon","frustration"
"582",135,"jolteon","iron-tail"
"583",135,"jolteon","hidden-power"
"584",135,"jolteon","rain-dance"
"585",135,"jolteon","sunny-day"
"586",135,"jolteon","shadow-ball"
"587",135,"jolteon","rock-smash"
"588",135,"jolteon","facade"
"589",135,"jolteon","helping-hand"
"590",135,"jolteon","secret-power"
"591",135,"jolteon","hyper-voice"
"592",135,"jolteon","signal-beam"
"593",135,"jolteon","covet"
"594",135,"jolteon","shock-wave"
"595",135,"jolteon","natural-gift"
"596",135,"jolteon","last-resort"
"597",135,"jolteon","magnet-rise"
"598",135,"jolteon","giga-impact"
"599",135,"jolteon","thunder-fang"
"600",135,"jolteon","discharge"
"601",135,"jolteon","captivate"
"602",135,"jolteon","charge-beam"
"603",135,"jolteon","round"
"604",135,"jolteon","echoed-voice"
"605",135,"jolteon","retaliate"
"606",135,"jolteon","volt-switch"
"607",135,"jolteon","work-up"
"608",135,"jolteon","wild-charge"
"609",135,"jolteon","confide"
"610",135,"jolteon","baby-doll-eyes"
"611",134,"vaporeon","sand-attack"
"612",134,"vaporeon","headbutt"
"613",134,"vaporeon","tackle"
"614",134,"vaporeon","body-slam"
"615",134,"vaporeon","take-down"
"616",134,"vaporeon","double-edge"
"617",134,"vaporeon","tail-whip"
"618",134,"vaporeon","bite"
"619",134,"vaporeon","roar"
"620",134,"vaporeon","mist"
"621",134,"vaporeon","water-gun"
"622",134,"vaporeon","hydro-pump"
"623",134,"vaporeon","surf"
"624",134,"vaporeon","ice-beam"
"625",134,"vaporeon","blizzard"
"626",134,"vaporeon","bubble-beam"
"627",134,"vaporeon","aurora-beam"
"628",134,"vaporeon","hyper-beam"
"629",134,"vaporeon","strength"
"630",134,"vaporeon","dig"
"631",134,"vaporeon","toxic"
"632",134,"vaporeon","quick-attack"
"633",134,"vaporeon","rage"
"634",134,"vaporeon","mimic"
"635",134,"vaporeon","double-team"
"636",134,"vaporeon","haze"
"637",134,"vaporeon","reflect"
"638",134,"vaporeon","bide"
"639",134,"vaporeon","waterfall"
"640",134,"vaporeon","swift"
"641",134,"vaporeon","skull-bash"
"642",134,"vaporeon","acid-armor"
"643",134,"vaporeon","rest"
"644",134,"vaporeon","substitute"
"645",134,"vaporeon","snore"
"646",134,"vaporeon","curse"
"647",134,"vaporeon","protect"
"648",134,"vaporeon","mud-slap"
"649",134,"vaporeon","icy-wind"
"650",134,"vaporeon","detect"
"651",134,"vaporeon","endure"
"652",134,"vaporeon","swagger"
"653",134,"vaporeon","attract"
"654",134,"vaporeon","sleep-talk"
"655",134,"vaporeon","heal-bell"
"656",134,"vaporeon","return"
"657",134,"vaporeon","frustration"
"658",134,"vaporeon","iron-tail"
"659",134,"vaporeon","hidden-power"
"660",134,"vaporeon","rain-dance"
"661",134,"vaporeon","sunny-day"
"662",134,"vaporeon","shadow-ball"
"663",134,"vaporeon","rock-smash"
"664",134,"vaporeon","whirlpool"
"665",134,"vaporeon","hail"
"666",134,"vaporeon","facade"
"667",134,"vaporeon","helping-hand"
"668",134,"vaporeon","secret-power"
"669",134,"vaporeon","dive"
"670",134,"vaporeon","hyper-voice"
"671",134,"vaporeon","signal-beam"
"672",134,"vaporeon","muddy-water"
"673",134,"vaporeon","covet"
"674",134,"vaporeon","water-pulse"
"675",134,"vaporeon","brine"
"676",134,"vaporeon","natural-gift"
"677",134,"vaporeon","last-resort"
"678",134,"vaporeon","aqua-ring"
"679",134,"vaporeon","aqua-tail"
"680",134,"vaporeon","giga-impact"
"681",134,"vaporeon","captivate"
"682",134,"vaporeon","round"
"683",134,"vaporeon","echoed-voice"
"684",134,"vaporeon","scald"
"685",134,"vaporeon","retaliate"
"686",134,"vaporeon","work-up"
"687",134,"vaporeon","confide"
"688",134,"vaporeon","baby-doll-eyes"
"689",130,"gyarados","headbutt"
"690",130,"gyarados","tackle"
"691",130,"gyarados","body-slam"
"692",130,"gyarados","take-down"
"693",130,"gyarados","thrash"
"694",130,"gyarados","double-edge"
"695",130,"gyarados","leer"
"696",130,"gyarados","bite"
"697",130,"gyarados","roar"
"698",130,"gyarados","flamethrower"
"699",130,"gyarados","water-gun"
"700",130,"gyarados","hydro-pump"
"701",130,"gyarados","surf"
"702",130,"gyarados","ice-beam"
"703",130,"gyarados","blizzard"
"704",130,"gyarados","bubble-beam"
"705",130,"gyarados","hyper-beam"
"706",130,"gyarados","strength"
"707",130,"gyarados","dragon-rage"
"708",130,"gyarados","thunderbolt"
"709",130,"gyarados","thunder-wave"
"710",130,"gyarados","thunder"
"711",130,"gyarados","earthquake"
"712",130,"gyarados","toxic"
"713",130,"gyarados","rage"
"714",130,"gyarados","mimic"
"715",130,"gyarados","double-team"
"716",130,"gyarados","reflect"
"717",130,"gyarados","bide"
"718",130,"gyarados","fire-blast"
"719",130,"gyarados","waterfall"
"720",130,"gyarados","skull-bash"
"721",130,"gyarados","rest"
"722",130,"gyarados","substitute"
"723",130,"gyarados","snore"
"724",130,"gyarados","curse"
"725",130,"gyarados","spite"
"726",130,"gyarados","protect"
"727",130,"gyarados","scary-face"
"728",130,"gyarados","zap-cannon"
"729",130,"gyarados","icy-wind"
"730",130,"gyarados","outrage"
"731",130,"gyarados","sandstorm"
"732",130,"gyarados","endure"
"733",130,"gyarados","swagger"
"734",130,"gyarados","attract"
"735",130,"gyarados","sleep-talk"
"736",130,"gyarados","return"
"737",130,"gyarados","frustration"
"738",130,"gyarados","dragon-breath"
"739",130,"gyarados","iron-tail"
"740",130,"gyarados","hidden-power"
"741",130,"gyarados","twister"
"742",130,"gyarados","rain-dance"
"743",130,"gyarados","crunch"
"744",130,"gyarados","rock-smash"
"745",130,"gyarados","whirlpool"
"746",130,"gyarados","uproar"
"747",130,"gyarados","hail"
"748",130,"gyarados","torment"
"749",130,"gyarados","facade"
"750",130,"gyarados","taunt"
"751",130,"gyarados","secret-power"
"752",130,"gyarados","dive"
"753",130,"gyarados","bounce"
"754",130,"gyarados","dragon-dance"
"755",130,"gyarados","water-pulse"
"756",130,"gyarados","brine"
"757",130,"gyarados","natural-gift"
"758",130,"gyarados","payback"
"759",130,"gyarados","dark-pulse"
"760",130,"gyarados","aqua-tail"
"761",130,"gyarados","dragon-pulse"
"762",130,"gyarados","giga-impact"
"763",130,"gyarados","avalanche"
"764",130,"gyarados","ice-fang"
"765",130,"gyarados","iron-head"
"766",130,"gyarados","stone-edge"
"767",130,"gyarados","captivate"
"768",130,"gyarados","round"
"769",130,"gyarados","scald"
"770",130,"gyarados","incinerate"
"771",130,"gyarados","bulldoze"
"772",130,"gyarados","dragon-tail"
"773",130,"gyarados","hurricane"
"774",130,"gyarados","confide"
"775",130,"gyarados","brutal-swing"
"776",126,"magmar","mega-punch"
"777",126,"magmar","fire-punch"
"778",126,"magmar","thunder-punch"
"779",126,"magmar","mega-kick"
"780",126,"magmar","headbutt"
"781",126,"magmar","body-slam"
"782",126,"magmar","take-down"
"783",126,"magmar","double-edge"
"784",126,"magmar","leer"
"785",126,"magmar","ember"
"786",126,"magmar","flamethrower"
"787",126,"magmar","hyper-beam"
"788",126,"magmar","submission"
"789",126,"magmar","low-kick"
"790",126,"magmar","counter"
"791",126,"magmar","seismic-toss"
"792",126,"magmar","strength"
"793",126,"magmar","fire-spin"
"794",126,"magmar","toxic"
"795",126,"magmar","psychic"
"796",126,"magmar","rage"
"797",126,"magmar","teleport"
"798",126,"magmar","mimic"
"799",126,"magmar","double-team"
"800",126,"magmar","smokescreen"
"801",126,"magmar","confuse-ray"
"802",126,"magmar","bide"
"803",126,"magmar","metronome"
"804",126,"magmar","smog"
"805",126,"magmar","fire-blast"
"806",126,"magmar","skull-bash"
"807",126,"magmar","psywave"
"808",126,"magmar","rest"
"809",126,"magmar","substitute"
"810",126,"magmar","thief"
"811",126,"magmar","snore"
"812",126,"magmar","curse"
"813",126,"magmar","protect"
"814",126,"magmar","feint-attack"
"815",126,"magmar","mud-slap"
"816",126,"magmar","detect"
"817",126,"magmar","endure"
"818",126,"magmar","swagger"
"819",126,"magmar","attract"
"820",126,"magmar","sleep-talk"
"821",126,"magmar","return"
"822",126,"magmar","frustration"
"823",126,"magmar","dynamic-punch"
"824",126,"magmar","iron-tail"
"825",126,"magmar","hidden-power"
"826",126,"magmar","sunny-day"
"827",126,"magmar","rock-smash"
"828",126,"magmar","heat-wave"
"829",126,"magmar","will-o-wisp"
"830",126,"magmar","facade"
"831",126,"magmar","focus-punch"
"832",126,"magmar","helping-hand"
"833",126,"magmar","brick-break"
"834",126,"magmar","secret-power"
"835",126,"magmar","overheat"
"836",126,"magmar","covet"
"837",126,"magmar","natural-gift"
